Column1,Column2,Column3,Column4
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
0,0,MATCH,1
